date,away_team,away_pitcher,away_score,home_score,home_win,home_team,home_pitcher,away_pitcher_games,home_pitcher_games,closing_total,away_ml_percent,home_ml_odds_percent
7/16/19,Detroit Tigers,R CARPENTER,0,8,W,Cleveland Indians,Z PLESAC,0,7,10.5,31.6,70.1
7/16/19,San Francisco Giants,D POMERANZ,8,4,L,Colorado Rockies,P LAMBERT,1,5,14,45.0,56.7
7/16/19,Chicago White Sox,D CEASE,0,11,W,Kansas City Royals,G SPARKMAN,12,5,10.5,53.9,47.8
7/16/19,Houston Astros,H RONDON,2,7,W,Los Angeles Angels,A HEANEY,0,5,9.5,54.8,46.9
7/16/19,San Diego Padres,L ALLEN,7,12,W,Miami Marlins,J YAMAMOTO,0,5,8,51.7,50.0
7/16/19,Atlanta Braves,B WILSON,1,13,W,Milwaukee Brewers,B WOODRUFF,0,2,9.5,38.1,63.6
7/16/19,New York Mets,S MATZ,3,2,L,Minnesota Twins,M PINEDA,12,3,10.5,39.3,62.4
7/16/19,Tampa Bay Rays,R STANEK,3,8,W,New York Yankees,C SABATHIA,0,3,10.5,43.4,58.3
7/16/19,Seattle Mariners,M GONZALES,2,9,W,Oakland Athletics,D MENGDEN,13,1,9.5,39.6,62.1
7/16/19,Los Angeles Dodgers,W BUEHLER,8,9,W,Philadelphia Phillies,V VELASQUEZ,13,4,10,66.2,35.5
7/16/19,Pittsburgh Pirates,D AGRAZAL,3,1,L,St Louis Cardinals,J FLAHERTY,10,6,9,37.3,64.4
7/16/19,Arizona Diamondbacks,A YOUNG,9,2,L,Texas Rangers,L LYNN,12,5,10,40.6,61.1
7/17/19,Washington Nationals,E FEDDE,2,9,W,Baltimore Orioles,A BROOKS,5,4,11.5,62.2,39.5
7/17/19,Toronto Blue Jays,AA SANCHEZ,4,5,W,Boston Red Sox,E RODRIGUEZ,6,6,11,30.2,71.5
7/17/19,Cincinnati Reds,S GRAY,2,5,W,Chicago Cubs,Y DARVISH,12,4,8.5,45.2,56.5
7/17/19,Detroit Tigers,S TURNBULL,2,7,W,Cleveland Indians,M CLEVINGER,11,6,8.5,26.4,75.3
7/17/19,San Francisco Giants,S ANDERSON,11,8,L,Colorado Rockies,J GRAY,4,3,13.5,33.4,68.3
7/17/19,Chicago White Sox,I NOVA,5,7,W,Kansas City Royals,D DUFFY,13,4,10.5,46.1,55.6
7/17/19,Houston Astros,G COLE,11,2,L,Los Angeles Angels,F PENA,14,1,8.5,67.3,34.4
7/17/19,San Diego Padres,C PADDACK,3,2,L,Miami Marlins,T RICHARDS,10,2,7.5,62.8,38.9
7/17/19,Atlanta Braves,D KEUCHEL,4,5,W,Milwaukee Brewers,C ANDERSON,15,6,10,50.5,51.2
7/17/19,New York Mets,J VARGAS,14,4,L,Minnesota Twins,M PEREZ,12,7,11,37.4,64.3
7/17/19,Seattle Mariners,E SWANSON,2,10,W,Oakland Athletics,H BAILEY,1,5,10,36.1,65.6
7/17/19,Los Angeles Dodgers,K MAEDA,7,2,L,Philadelphia Phillies,N PIVETTA,7,0,11,62.6,39.1
7/17/19,Pittsburgh Pirates,C ARCHER,5,6,W,St Louis Cardinals,D PONCE DE LEON,6,2,8.5,44.1,57.6
7/17/19,Arizona Diamondbacks,R RAY,19,4,L,Texas Rangers,J CHAVEZ,12,0,10.5,55.4,46.3
7/18/19,Milwaukee Brewers,Z DAVIES,5,1,L,Arizona Diamondbacks,M KELLY,11,7,9.5,51.5,50.2
7/18/19,Washington Nationals,S STRASBURG,13,4,L,Atlanta Braves,K WRIGHT,14,0,10,59.5,42.2
7/18/19,Toronto Blue Jays,T PANNONE,0,5,W,Boston Red Sox,C SALE,4,2,10,28.7,73.0
7/18/19,St Louis Cardinals,DAK HUDSON,7,4,L,Cincinnati Reds,T ROARK,14,7,10,48.2,53.5
7/18/19,Detroit Tigers,M BOYD,3,6,W,Cleveland Indians,T BAUER,12,4,8.5,33.9,67.8
7/18/19,Chicago White Sox,R DETWILER,5,6,W,Kansas City Royals,B KELLER,9,3,11,40.6,61.1
7/18/19,Houston Astros,W MILEY,6,2,L,Los Angeles Angels,M HARVEY,13,0,10.5,60.0,41.7
7/18/19,San Diego Padres,D LAMET,3,4,W,Miami Marlins,CA SMITH,11,6,7.5,56.0,45.7
7/18/19,Oakland Athletics,M FIERS,3,6,W,Minnesota Twins,K GIBSON,12,7,10.5,45.8,55.9
7/18/19,Tampa Bay Rays,Y CHIRINOS,2,6,W,New York Yankees,D GERMAN,4,2,9.5,40.0,61.7
7/18/19,Tampa Bay Rays,C MORTON,1,5,W,New York Yankees,C GREEN,14,4,9,52.7,49.0
7/18/19,Los Angeles Dodgers,R STRIPLING,6,7,W,Philadelphia Phillies,A NOLA,4,6,9.5,50.0,51.7
7/18/19,New York Mets,N SYNDERGAARD,2,3,W,San Francisco Giants,M BUMGARNER,13,7,7,46.5,55.2
7/19/19,Milwaukee Brewers,J CHACIN,7,10,W,Arizona Diamondbacks,T CLARKE,6,4,10.5,56.0,45.7
7/19/19,Washington Nationals,P CORBIN,3,4,W,Atlanta Braves,J TEHERAN,14,7,10,52.4,49.3
7/19/19,Boston Red Sox,D PRICE,2,11,W,Baltimore Orioles,J MEANS,4,6,10,68.0,33.7
7/19/19,San Diego Padres,E LAUER,5,6,W,Chicago Cubs,J LESTER,11,5,12.5,39.4,62.3
7/19/19,St Louis Cardinals,A WAINWRIGHT,12,11,L,Cincinnati Reds,T MAHLE,14,2,10,51.2,50.5
7/19/19,Kansas City Royals,M MONTGOMERY,5,10,W,Cleveland Indians,S BIEBER,12,7,10,27.7,74.0
7/19/19,Toronto Blue Jays,M STROMAN,12,1,L,Detroit Tigers,J ZIMMERMANN,12,6,10,61.0,40.7
7/19/19,Texas Rangers,M MINOR,3,4,W,Houston Astros,J VERLANDER,12,9,8,34.1,67.6
7/19/19,Miami Marlins,Z GALLEN,1,2,W,Los Angeles Dodgers,H RYU,10,4,7.5,25.6,76.1
7/19/19,Oakland Athletics,C BASSITT,5,3,L,Minnesota Twins,J ODORIZZI,9,7,11,45.4,56.3
7/19/19,Colorado Rockies,K FREELAND,2,8,W,New York Yankees,J HAPP,8,5,11.5,33.3,68.4
7/19/19,Philadelphia Phillies,J ARRIETA,6,1,L,Pittsburgh Pirates,J LYLES,4,6,11,48.2,53.5
7/19/19,New York Mets,J DEGROM,0,1,W,San Francisco Giants,T BEEDE,12,6,7.5,62.2,39.5
7/19/19,Los Angeles Angels,T COLE,0,10,W,Seattle Mariners,M LEAKE,3,6,9.5,53.4,48.3
7/19/19,Chicago White Sox,RE LOPEZ,9,2,L,Tampa Bay Rays,B MCKAY,13,3,8.5,33.2,68.5
7/20/19,Milwaukee Brewers,G GONZALEZ,8,3,L,Arizona Diamondbacks,Z GREINKE,10,5,9,41.9,59.8
7/20/19,Washington Nationals,A SANCHEZ,5,3,L,Atlanta Braves,M SOROKA,13,5,10,40.2,61.5
7/20/19,Boston Red Sox,R PORCELLO,17,6,L,Baltimore Orioles,T ESHELMAN,12,0,12.5,67.6,34.1
7/20/19,San Diego Padres,J LUCCHESI,5,6,W,Chicago Cubs,J QUINTANA,11,6,12.5,45.2,56.5
7/20/19,St Louis Cardinals,M MIKOLAS,2,3,W,Cincinnati Reds,L CASTILLO,13,9,9,43.4,58.3
7/20/19,Kansas City Royals,J JUNIS,1,0,L,Cleveland Indians,A PLUTKO,10,3,10.5,39.3,62.4
7/20/19,Toronto Blue Jays,T THORNTON,7,5,L,Detroit Tigers,D NORRIS,8,5,10.5,54.5,47.2
7/20/19,Texas Rangers,A JURADO,1,6,W,Houston Astros,J URQUIDY,7,1,10,35.7,66.0
7/20/19,Miami Marlins,S ALCANTARA,6,10,W,Los Angeles Dodgers,C KERSHAW,11,7,8.5,26.3,75.4
7/20/19,Oakland Athletics,B ANDERSON,5,4,L,Minnesota Twins,J BERRIOS,11,6,10.5,43.4,58.3
7/20/19,Colorado Rockies,A SENZATELA,5,11,W,New York Yankees,M TANAKA,7,5,11.5,30.0,71.7
7/20/19,Philadelphia Phillies,Z EFLIN,1,5,W,Pittsburgh Pirates,J MUSGROVE,9,6,10,44.4,57.3
7/20/19,New York Mets,W LOCKETT,11,4,L,San Francisco Giants,J SAMARDZIJA,1,6,9,41.7,60.0
7/20/19,Los Angeles Angels,G CANNING,6,2,L,Seattle Mariners,M WISLER,3,4,10.5,58.2,43.5
7/20/19,Chicago White Sox,L GIOLITO,2,1,L,Tampa Bay Rays,R YARBROUGH,10,3,8,40.8,60.9
7/21/19,Milwaukee Brewers,B WOODRUFF,7,4,L,Arizona Diamondbacks,A YOUNG,3,6,8.5,55.2,46.5
7/21/19,Washington Nationals,J ROSS,1,7,W,Atlanta Braves,K GAUSMAN,8,1,11,38.7,63.0
7/21/19,Boston Red Sox,A CASHNER,0,5,W,Baltimore Orioles,A WOJCIECHOWSKI,4,6,12.5,66.6,35.1
7/21/19,San Diego Padres,A MOREJON,5,1,L,Chicago Cubs,K HENDRICKS,1,5,8,38.3,63.4
7/21/19,St Louis Cardinals,J FLAHERTY,3,1,L,Cincinnati Reds,A DESCLAFANI,13,6,9,49.5,52.2
7/21/19,Kansas City Royals,G SPARKMAN,4,5,W,Cleveland Indians,Z PLESAC,10,6,10,34.8,66.9
7/21/19,Toronto Blue Jays,J WAGUESPACK,3,4,W,Detroit Tigers,T ALEXANDER,11,3,10,54.3,47.4
7/21/19,Texas Rangers,L LYNN,3,5,W,Houston Astros,R ARMENTEROS,12,0,9,43.4,58.3
7/21/19,Miami Marlins,J YAMAMOTO,0,9,W,Los Angeles Dodgers,W BUEHLER,8,6,8.5,26.3,75.4
7/21/19,Oakland Athletics,D MENGDEN,6,7,W,Minnesota Twins,M PINEDA,1,2,10.5,44.4,57.3
7/21/19,Colorado Rockies,G MARQUEZ,8,4,L,New York Yankees,J PAXTON,6,6,10.5,36.3,65.4
7/21/19,Philadelphia Phillies,D SMYLY,2,1,L,Pittsburgh Pirates,D AGRAZAL,11,5,11,46.1,55.6
7/21/19,New York Mets,S MATZ,2,3,W,San Francisco Giants,C MENEZ,11,2,8.5,49.8,51.9
7/21/19,Los Angeles Angels,D PETERS,9,3,L,Seattle Mariners,Y KIKUCHI,11,5,11,56.7,45.0
7/21/19,Chicago White Sox,D CEASE,2,4,W,Tampa Bay Rays,B SNELL,11,1,8,29.7,72.0
7/22/19,Baltimore Orioles,A BROOKS,3,6,W,Arizona Diamondbacks,R RAY,9,4,9,31.3,70.4
7/22/19,Miami Marlins,T RICHARDS,1,9,W,Chicago White Sox,I NOVA,3,5,9.5,48.4,53.3
7/22/19,Oakland Athletics,H BAILEY,1,11,W,Houston Astros,G COLE,10,7,9,30.7,71.0
7/22/19,Cincinnati Reds,S GRAY,6,5,L,Milwaukee Brewers,C ANDERSON,11,5,8.5,49.5,52.2
7/22/19,New York Yankees,C SABATHIA,6,8,W,Minnesota Twins,M PEREZ,6,6,11,52.7,49.0
7/22/19,St Louis Cardinals,D PONCE DE LEON,6,5,L,Pittsburgh Pirates,T WILLIAMS,2,6,9,51.5,50.2
7/22/19,Chicago Cubs,A MILLS,4,5,W,San Francisco Giants,S ANDERSON,2,1,8.5,51.5,50.2
7/22/19,Texas Rangers,A SAMPSON,3,7,W,Seattle Mariners,M GONZALES,2,5,9.5,45.9,55.8
7/22/19,Boston Red Sox,E RODRIGUEZ,9,4,L,Tampa Bay Rays,J BEEKS,12,0,8,54.3,47.4
7/22/19,Cleveland Indians,M CLEVINGER,7,3,L,Toronto Blue Jays,R BORUCKI,13,1,9,64.0,37.7
7/23/19,Baltimore Orioles,D BUNDY,7,2,L,Arizona Diamondbacks,M KELLY,11,6,9,37.3,64.4
7/23/19,Kansas City Royals,D DUFFY,5,4,L,Atlanta Braves,D KEUCHEL,7,8,9.5,31.3,70.4
7/23/19,Miami Marlins,CA SMITH,5,1,L,Chicago White Sox,D COVEY,12,2,9,54.5,47.2
7/23/19,Philadelphia Phillies,A NOLA,3,2,L,Detroit Tigers,M BOYD,12,5,8,57.8,43.9
7/23/19,Oakland Athletics,M FIERS,4,3,L,Houston Astros,W MILEY,11,6,10,40.6,61.1
7/23/19,Los Angeles Angels,T COLE,5,4,L,Los Angeles Dodgers,K MAEDA,2,3,10,34.5,67.2
7/23/19,Cincinnati Reds,T ROARK,14,6,L,Milwaukee Brewers,Z DAVIES,11,5,9.5,41.5,60.2
7/23/19,New York Yankees,D GERMAN,14,12,L,Minnesota Twins,K GIBSON,7,6,10,52.9,48.8
7/23/19,San Diego Padres,C PADDACK,2,5,W,New York Mets,J VARGAS,9,7,8.5,58.4,43.3
7/23/19,St Louis Cardinals,DAK HUDSON,4,3,L,Pittsburgh Pirates,C ARCHER,13,2,9,44.1,57.6
7/23/19,Chicago Cubs,Y DARVISH,4,5,W,San Francisco Giants,M BUMGARNER,10,6,7,50.0,51.7
7/23/19,Texas Rangers,B MARTIN,7,2,L,Seattle Mariners,T MILONE,1,0,10,45.9,55.8
7/23/19,Boston Red Sox,C SALE,5,4,L,Tampa Bay Rays,Y CHIRINOS,4,2,7.5,60.2,41.5
7/23/19,Cleveland Indians,T BAUER,1,2,W,Toronto Blue Jays,AA SANCHEZ,11,3,9,62.0,39.7
7/23/19,Colorado Rockies,P LAMBERT,1,11,W,Washington Nationals,S STRASBURG,11,4,9,32.2,69.5
7/24/19,Baltimore Orioles,J MEANS,2,5,W,Arizona Diamondbacks,T CLARKE,10,3,9.5,42.5,59.2
7/24/19,Kansas City Royals,B KELLER,2,0,L,Atlanta Braves,J TEHERAN,6,6,9.5,35.6,66.1
7/24/19,Miami Marlins,Z GALLEN,2,0,L,Chicago White Sox,RE LOPEZ,9,5,9,47.4,54.3
7/24/19,Philadelphia Phillies,V VELASQUEZ,4,0,L,Detroit Tigers,J ZIMMERMANN,11,5,10,60.5,41.2
7/24/19,Oakland Athletics,C BASSITT,2,4,W,Houston Astros,J VERLANDER,8,8,8.5,34.4,67.3
7/24/19,Los Angeles Angels,J BARRIA,3,2,L,Los Angeles Dodgers,R STRIPLING,9,0,10,34.1,67.6
7/24/19,Cincinnati Reds,L SIMS,4,5,W,Milwaukee Brewers,J CHACIN,2,3,10,40.5,61.2
7/24/19,New York Yankees,J HAPP,10,7,L,Minnesota Twins,J ODORIZZI,10,6,11,51.9,49.8
7/24/19,San Diego Padres,D LAMET,7,2,L,New York Mets,N SYNDERGAARD,10,7,8,42.5,59.2
7/24/19,St Louis Cardinals,A WAINWRIGHT,14,8,L,Pittsburgh Pirates,J LYLES,13,5,9.5,51.2,50.5
7/24/19,Chicago Cubs,T CHATWOOD,4,1,L,San Francisco Giants,T BEEDE,1,5,9,53.2,48.5
7/24/19,Texas Rangers,M MINOR,3,5,W,Seattle Mariners,M LEAKE,11,5,8.5,58.0,43.7
7/24/19,Boston Red Sox,D PRICE,2,3,W,Tampa Bay Rays,C MORTON,3,8,7.5,50.0,51.7
7/24/19,Cleveland Indians,S BIEBER,4,0,L,Toronto Blue Jays,M STROMAN,12,6,8.5,55.4,46.3
7/24/19,Colorado Rockies,J GRAY,2,3,W,Washington Nationals,E FEDDE,4,3,10,48.6,53.1
7/24/19,Colorado Rockies,K FREELAND,0,2,W,Washington Nationals,P CORBIN,7,6,9.5,34.3,67.4
7/25/19,New York Yankees,M TANAKA,3,19,W,Boston Red Sox,R PORCELLO,11,7,11,51.0,50.7
7/25/19,Minnesota Twins,J BERRIOS,10,3,L,Chicago White Sox,L GIOLITO,12,5,8.5,59.5,42.2
7/25/19,Cleveland Indians,A PLUTKO,5,4,L,Kansas City Royals,M MONTGOMERY,11,6,10,60.9,40.8
7/25/19,Baltimore Orioles,J YACABONIS,10,8,L,Los Angeles Angels,J SUAREZ,1,5,10.5,31.1,70.6
7/25/19,San Diego Padres,E LAUER,0,4,W,New York Mets,J DEGROM,10,7,7.5,35.1,66.6
7/25/19,Texas Rangers,A JURADO,11,3,L,Oakland Athletics,B ANDERSON,6,5,9,36.8,64.9
7/25/19,St Louis Cardinals,M MIKOLAS,6,3,L,Pittsburgh Pirates,J MUSGROVE,12,5,9,47.6,54.1
7/25/19,Detroit Tigers,D VERHAGEN,2,10,W,Seattle Mariners,E SWANSON,3,0,9.5,41.5,60.2
7/25/19,Colorado Rockies,J HOFFMAN,8,7,L,Washington Nationals,M SCHERZER,7,6,8.5,27.3,74.4
7/26/19,New York Yankees,J PAXTON,5,10,W,Boston Red Sox,A CASHNER,12,3,11.5,56.0,45.7
7/26/19,Minnesota Twins,M PINEDA,6,2,L,Chicago White Sox,D CEASE,6,5,10,63.8,37.9
7/26/19,Colorado Rockies,G MARQUEZ,12,2,L,Cincinnati Reds,L CASTILLO,5,8,8.5,42.7,59.0
7/26/19,Cleveland Indians,Z PLESAC,8,3,L,Kansas City Royals,J JUNIS,10,5,9.5,52.9,48.8
7/26/19,Baltimore Orioles,A WOJCIECHOWSKI,9,3,L,Los Angeles Angels,N TROPEANO,11,0,10.5,37.9,63.8
7/26/19,Arizona Diamondbacks,Z GREINKE,2,3,W,Miami Marlins,S ALCANTARA,12,4,7.5,64.5,37.2
7/26/19,Chicago Cubs,K HENDRICKS,2,3,W,Milwaukee Brewers,G GONZALEZ,11,4,9.5,47.8,53.9
7/26/19,Pittsburgh Pirates,D AGRAZAL,3,6,W,New York Mets,Z WHEELER,8,5,9.5,39.6,62.1
7/26/19,Texas Rangers,L LYNN,5,2,L,Oakland Athletics,D MENGDEN,11,0,8.5,48.4,53.3
7/26/19,Atlanta Braves,M SOROKA,9,2,L,Philadelphia Phillies,J ARRIETA,12,1,9.5,57.1,44.6
7/26/19,San Francisco Giants,J SAMARDZIJA,2,1,L,San Diego Padres,J LUCCHESI,11,4,8,44.1,57.6
7/26/19,Detroit Tigers,D NORRIS,2,3,W,Seattle Mariners,Y KIKUCHI,11,4,9,47.6,54.1
7/26/19,Houston Astros,J URQUIDY,3,5,W,St Louis Cardinals,J FLAHERTY,3,5,9,53.4,48.3
7/26/19,Tampa Bay Rays,D CASTILLO,3,1,L,Toronto Blue Jays,J WAGUESPACK,6,4,9.5,57.6,44.1
7/26/19,Los Angeles Dodgers,H RYU,4,2,L,Washington Nationals,A SANCHEZ,10,7,10,60.9,40.8
7/27/19,New York Yankees,C SABATHIA,5,9,W,Boston Red Sox,E RODRIGUEZ,5,5,11.5,43.4,58.3
7/27/19,Minnesota Twins,M PEREZ,1,5,W,Chicago White Sox,I NOVA,11,4,11,63.4,38.3
7/27/19,Colorado Rockies,C GONZALEZ,1,3,W,Cincinnati Reds,A DESCLAFANI,8,5,10.5,41.9,59.8
7/27/19,Cleveland Indians,M CLEVINGER,9,1,L,Kansas City Royals,G SPARKMAN,12,4,9,68.6,33.1
7/27/19,Baltimore Orioles,A BROOKS,8,7,L,Los Angeles Angels,D PETERS,8,5,10.5,30.8,70.9
7/27/19,Arizona Diamondbacks,A YOUNG,9,2,L,Miami Marlins,J YAMAMOTO,10,4,8,53.9,47.8
7/27/19,Chicago Cubs,J LESTER,3,5,W,Milwaukee Brewers,C ANDERSON,11,4,9.5,50.7,51.0
7/27/19,Pittsburgh Pirates,T WILLIAMS,0,3,W,New York Mets,S MATZ,11,7,9.5,45.9,55.8
7/27/19,Texas Rangers,A SAMPSON,4,5,W,Oakland Athletics,H BAILEY,1,4,9.5,36.8,64.9
7/27/19,Atlanta Braves,M FRIED,15,7,L,Philadelphia Phillies,Z EFLIN,9,4,10,57.3,44.4
7/27/19,San Francisco Giants,S ANDERSON,1,5,W,San Diego Padres,C QUANTRILL,2,5,8.5,43.9,57.8
7/27/19,Detroit Tigers,T ALEXANDER,1,8,W,Seattle Mariners,M GONZALES,5,4,9,40.8,60.9
7/27/19,Houston Astros,G COLE,8,2,L,St Louis Cardinals,D PONCE DE LEON,12,1,8.5,66.6,35.1
7/27/19,Tampa Bay Rays,A KITTREDGE,9,10,W,Toronto Blue Jays,R BORUCKI,5,0,10,56.2,45.5
7/27/19,Los Angeles Dodgers,C KERSHAW,9,3,L,Washington Nationals,M GRACE,11,0,10.5,64.2,37.5
7/28/19,New York Yankees,D GERMAN,9,6,L,Boston Red Sox,C SALE,6,1,10,38.7,63.0
7/28/19,Minnesota Twins,K GIBSON,11,1,L,Chicago White Sox,D COVEY,8,1,10.5,67.1,34.6
7/28/19,Colorado Rockies,P LAMBERT,2,3,W,Cincinnati Reds,A WOOD,10,2,10,42.0,59.7
7/28/19,Cleveland Indians,T BAUER,6,9,W,Kansas City Royals,D DUFFY,10,3,9.5,63.4,38.3
7/28/19,Baltimore Orioles,D BUNDY,4,5,W,Los Angeles Angels,F PENA,10,0,10.5,31.9,69.8
7/28/19,Arizona Diamondbacks,R RAY,1,5,W,Miami Marlins,E HERNANDEZ,10,4,8,60.9,40.8
7/28/19,Chicago Cubs,J QUINTANA,11,4,L,Milwaukee Brewers,Z DAVIES,11,4,10,48.9,52.8
7/28/19,Pittsburgh Pirates,C ARCHER,7,8,W,New York Mets,J VARGAS,4,6,9,44.8,56.9
7/28/19,Texas Rangers,P PAYANO,5,6,W,Oakland Athletics,M FIERS,3,5,9.5,35.1,66.6
7/28/19,Atlanta Braves,K GAUSMAN,4,9,W,Philadelphia Phillies,A NOLA,2,5,9.5,43.5,58.2
7/28/19,San Francisco Giants,M BUMGARNER,7,6,L,San Diego Padres,A MOREJON,11,0,8,45.9,55.8
7/28/19,Detroit Tigers,M BOYD,2,3,W,Seattle Mariners,M WISLER,10,3,8,48.9,52.8
7/28/19,Houston Astros,W MILEY,6,2,L,St Louis Cardinals,DAK HUDSON,11,8,9.5,56.2,45.5
7/28/19,Tampa Bay Rays,Y CHIRINOS,10,9,L,Toronto Blue Jays,AA SANCHEZ,2,2,10,59.9,41.8
7/28/19,Los Angeles Dodgers,W BUEHLER,4,11,W,Washington Nationals,S STRASBURG,11,3,8.5,52.2,49.5
7/29/19,Pittsburgh Pirates,A MCRAE,6,11,W,Cincinnati Reds,S GRAY,1,5,10,31.8,69.9
7/29/19,Los Angeles Dodgers,K MAEDA,1,9,W,Colorado Rockies,J GRAY,5,2,13,55.2,46.5
7/29/19,Toronto Blue Jays,T PANNONE,7,3,L,Kansas City Royals,B KELLER,3,2,9.5,45.6,56.1
7/29/19,Detroit Tigers,J ZIMMERMANN,7,2,L,Los Angeles Angels,J BARRIA,9,2,10.5,30.8,70.9
7/29/19,Arizona Diamondbacks,M KELLY,6,11,W,Miami Marlins,CA SMITH,10,5,7.5,50.2,51.5
7/29/19,Baltimore Orioles,D HESS,1,8,W,San Diego Padres,C PADDACK,0,3,8.5,28.0,73.7
7/29/19,Atlanta Braves,D KEUCHEL,3,6,W,Washington Nationals,P CORBIN,13,5,9.5,44.1,57.6
7/30/19,Tampa Bay Rays,C MORTON,6,5,L,Boston Red Sox,D PRICE,12,0,9.5,45.0,56.7
7/30/19,New York Mets,N SYNDERGAARD,5,2,L,Chicago White Sox,RE LOPEZ,11,4,9,59.0,42.7
7/30/19,Pittsburgh Pirates,J MUSGROVE,11,4,L,Cincinnati Reds,T ROARK,9,6,9.5,46.5,55.2
7/30/19,Houston Astros,J VERLANDER,2,0,L,Cleveland Indians,S BIEBER,13,6,8.5,57.8,43.9
7/30/19,Los Angeles Dodgers,J URIAS,9,4,L,Colorado Rockies,K FREELAND,2,2,14,58.8,42.9
7/30/19,Toronto Blue Jays,S REID-FOLEY,9,2,L,Kansas City Royals,M MONTGOMERY,3,5,10,53.4,48.3
7/30/19,Detroit Tigers,D VERHAGEN,1,6,W,Los Angeles Angels,G CANNING,2,2,9.5,27.7,74.0
7/30/19,Minnesota Twins,J ODORIZZI,2,1,L,Miami Marlins,Z GALLEN,10,5,8.5,58.4,43.3
7/30/19,Arizona Diamondbacks,T CLARKE,4,2,L,New York Yankees,J HAPP,3,4,11,31.5,70.2
7/30/19,Milwaukee Brewers,A HOUSER,2,3,W,Oakland Athletics,C BASSITT,11,3,9,48.0,53.7
7/30/19,San Francisco Giants,T BEEDE,2,4,W,Philadelphia Phillies,D SMYLY,10,4,10.5,45.4,56.3
7/30/19,Baltimore Orioles,T ESHELMAN,8,5,L,San Diego Padres,D LAMET,0,5,9,30.4,71.3
7/30/19,Chicago Cubs,Y DARVISH,1,2,W,St Louis Cardinals,A WAINWRIGHT,9,7,8.5,54.5,47.2
7/30/19,Seattle Mariners,M LEAKE,8,5,L,Texas Rangers,A JURADO,8,2,11.5,46.5,55.2
7/30/19,Atlanta Braves,J TEHERAN,11,8,L,Washington Nationals,E FEDDE,10,2,11,50.7,51.0
7/31/19,Tampa Bay Rays,A KITTREDGE,8,5,L,Boston Red Sox,R PORCELLO,4,6,11,46.3,55.4
7/31/19,New York Mets,J DEGROM,4,2,L,Chicago White Sox,L GIOLITO,10,4,8,66.6,35.1
7/31/19,Pittsburgh Pirates,D AGRAZAL,1,4,W,Cincinnati Reds,L CASTILLO,7,7,9.5,35.9,65.8
7/31/19,Houston Astros,J URQUIDY,4,10,W,Cleveland Indians,Z PLESAC,2,5,10,59.3,42.4
7/31/19,Los Angeles Dodgers,H RYU,5,1,L,Colorado Rockies,G MARQUEZ,9,1,12,57.5,44.2
7/31/19,Toronto Blue Jays,J WAGUESPACK,4,1,L,Kansas City Royals,J JUNIS,9,4,9.5,44.4,57.3
7/31/19,Detroit Tigers,D NORRIS,9,1,L,Los Angeles Angels,J SUAREZ,10,4,9.5,36.4,65.3
7/31/19,Minnesota Twins,J BERRIOS,7,4,L,Miami Marlins,S ALCANTARA,11,3,8,64.8,36.9
7/31/19,Arizona Diamondbacks,Z GREINKE,5,7,W,New York Yankees,M TANAKA,11,4,9,44.8,56.9
7/31/19,Milwaukee Brewers,J LYLES,4,2,L,Oakland Athletics,B ANDERSON,10,4,9,47.8,53.9
7/31/19,San Francisco Giants,J SAMARDZIJA,5,1,L,Philadelphia Phillies,V VELASQUEZ,10,3,9.5,44.8,56.9
7/31/19,Chicago Cubs,K HENDRICKS,2,0,L,St Louis Cardinals,M MIKOLAS,10,4,8.5,52.4,49.3
7/31/19,Seattle Mariners,W LEBLANC,7,9,W,Texas Rangers,M MINOR,0,4,10.5,40.8,60.9
7/31/19,Atlanta Braves,M SOROKA,5,4,L,Washington Nationals,A SANCHEZ,11,6,9.5,55.8,45.9
8/1/19,Toronto Blue Jays,T THORNTON,11,2,L,Baltimore Orioles,A WOJCIECHOWSKI,7,5,10.5,50.5,51.2
8/1/19,Tampa Bay Rays,B MCKAY,9,4,L,Boston Red Sox,A CASHNER,6,2,11,48.4,53.3
8/1/19,New York Mets,Z WHEELER,4,0,L,Chicago White Sox,D CEASE,10,4,10,64.4,37.3
8/1/19,Houston Astros,G COLE,7,1,L,Cleveland Indians,D SALAZAR,11,0,8.5,64.9,36.8
8/1/19,San Diego Padres,J LUCCHESI,2,8,W,Los Angeles Dodgers,C KERSHAW,9,6,8,36.3,65.4
8/1/19,Minnesota Twins,M PINEDA,4,5,W,Miami Marlins,J YAMAMOTO,5,3,8,61.9,39.8
8/1/19,Milwaukee Brewers,C ANDERSON,3,5,W,Oakland Athletics,H BAILEY,10,3,9.5,50.5,51.2
8/1/19,San Francisco Giants,D RODRIGUEZ,2,10,W,Philadelphia Phillies,J ARRIETA,6,0,10.5,40.6,61.1
8/1/19,Chicago Cubs,J LESTER,0,8,W,St Louis Cardinals,J FLAHERTY,10,4,8.5,48.4,53.3
8/2/19,Washington Nationals,J ROSS,3,0,L,Arizona Diamondbacks,A YOUNG,7,5,10,50.0,51.7
8/2/19,Cincinnati Reds,A WOOD,5,2,L,Atlanta Braves,K GAUSMAN,5,0,9.5,38.6,63.1
8/2/19,Toronto Blue Jays,W FONT,5,2,L,Baltimore Orioles,A BROOKS,13,3,10.5,55.8,45.9
8/2/19,Milwaukee Brewers,Z DAVIES,2,6,W,Chicago Cubs,J QUINTANA,8,5,9,41.9,59.8
